date,open,close,high,low,amount
2022-02-24,293.18,288.6,294.08,285.45,418996.69
2022-02-25,290.29,287.93,291.04,286.76,224170.97
2022-02-28,285.6,282.68,286.05,278.1,483623.95
2022-03-01,282.26,288.71,288.94,278.78,406334.96
2022-03-02,285.6,283.43,285.6,280.73,247869.34
2022-03-03,284.66,282.49,284.66,279.79,262305.56
2022-03-04,279.79,278.48,281.21,276.56,305204.27
2022-03-07,274.65,266.89,274.65,265.13,476452.42
2022-03-08,264.6,256.58,268.73,256.35,577686.7
2022-03-09,254.78,255.68,257.51,244.76,562758.07
2022-03-10,262.01,253.24,262.69,250.43,473628.69
2022-03-11,251.1,255.15,256.24,247.46,356389.96
2022-03-14,250.05,245.06,254.06,245.06,319186.08
2022-03-15,243.23,236.48,247.09,236.03,499267.66
2022-03-16,243.23,246.19,247.39,235.91,529457.81
2022-03-17,255.38,252.6,256.28,248.51,522664.37
2022-03-18,252.6,253.35,253.76,248.66,368393.05
