date,open,close,high,low,amount
2021-07-13,115.57,115.25,116.22,114.68,616321.13
2021-07-14,115.08,113.63,115.08,113.46,802892.08
2021-07-15,113.58,115.04,115.29,113.18,727886.6
2021-07-16,115.73,115.69,116.7,115.0,910803.16
2021-07-19,115.08,115.57,115.69,113.95,651805.61
2021-07-20,114.64,114.8,115.73,114.44,459677.42
2021-07-21,115.08,115.65,116.5,114.96,844506.81
2021-07-22,115.45,116.91,117.35,115.12,1014718.56
2021-07-23,116.74,117.35,119.78,115.77,1404223.33
2021-07-26,117.23,114.35,117.92,114.11,1236812.67
2021-07-27,114.35,111.96,115.0,111.64,1018925.86
2021-07-28,111.92,111.8,113.22,111.76,822131.93
2021-07-29,113.46,112.41,113.63,111.8,858003.42
2021-07-30,112.05,110.67,112.21,110.18,896860.85
2021-08-02,110.63,113.42,115.16,108.56,1477517.59
2021-08-03,112.77,113.67,115.57,112.33,1123130.14
2021-08-04,113.63,113.38,113.95,112.82,693895.57
2021-08-05,112.9,111.8,113.91,111.56,778634.92
2021-08-06,112.33,112.65,113.26,111.92,601334.17
2021-08-09,112.33,114.44,115.57,112.17,1128293.21
2021-08-10,114.03,115.45,115.73,113.34,1081770.14
2021-08-11,115.29,115.16,116.7,114.76,1018740.79
2021-08-12,115.41,115.33,116.58,114.88,726113.86
2021-08-13,115.08,116.78,116.99,114.8,1102724.44
2021-08-16,116.87,116.42,118.4,116.01,1213354.13
2021-08-17,115.89,116.01,118.97,115.65,1839348.6
2021-08-18,116.22,121.44,122.05,115.97,3162187.64
2021-08-19,120.71,118.97,121.77,118.4,1981783.09
2021-08-20,119.38,118.97,119.98,117.59,1363300.33
2021-08-23,119.58,119.74,120.96,119.01,1164596.41
2021-08-24,120.27,122.62,123.47,119.62,2208821.77
2021-08-25,122.29,121.73,123.95,121.56,1353685.51
2021-08-26,121.28,120.35,122.05,120.27,1044624.04
2021-08-27,120.63,120.96,122.78,120.43,1038329.97
2021-08-30,122.66,119.38,123.18,119.13,1386131.43
2021-08-31,119.01,124.8,126.63,118.77,3062855.09
2021-09-01,124.88,129.7,132.58,124.32,4375223.04
